year,transect,sta_id,haul_id,month_local,day_local,yrday_local,latitude,longitude,depth_w,species_common_name,length_froz,length_wet,weight_froz,weight_wet,sex,maturity,stomwt_full,stomwt_empty,sealice,comments
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,132,135,22,23,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,110,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,113,110,12,11,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,117,118,15,17,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,110,117,15,14,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,105,112,10,10,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,115,115,14,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,111,112,12,11,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,130,130,21,22,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,109,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,108,111,12,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,109,NaN,14,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,118,122,16,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,103,104,10,8,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,115,116,14,13,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,117,117,16,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,105,107,11,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,110,109,12,11,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,118,118,14,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,115,110,12,13,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,112,114,13,13,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,103,105,10,9,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,101,102,9,10,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,104,107,11,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,135,142,28,29,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,104,110,11,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,105,107,11,10,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,103,107,10,10,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,118,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,122,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,93,NaN,10,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,122,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,118,NaN,15,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,101,NaN,9,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,105,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,104,NaN,11,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,100,NaN,9,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,107,NaN,11,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,113,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,102,NaN,10,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,108,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,101,NaN,11,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,124,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,113,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,123,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,120,NaN,14,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,105,NaN,10,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,124,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,119,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,117,NaN,15,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,123,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,91,NaN,7,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,95,NaN,10,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,110,NaN,13,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,115,115,14,13,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,120,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,124,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,110,NaN,9,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,113,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,112,NaN,14,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,102,NaN,10,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,96,NaN,8,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,91,NaN,7,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,121,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,108,NaN,13,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Chum,101,NaN,14,NaN,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Coho,NaN,718,NaN,4926,,A,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Coho,NaN,245,NaN,156,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Coho,NaN,215,NaN,108,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Coho,NaN,210,NaN,105,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Coho,NaN,213,NaN,106,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Coho,NaN,206,NaN,98,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,106,110,12,11,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,125,128,18,18,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,115,116,13,14,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,99,103,8,9,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,126,129,18,19,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,116,120,14,15,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,126,127,19,21,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,115,120,14,15,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,124,123,18,19,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,121,123,17,18,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,119,121,15,17,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,117,120,15,14,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,115,119,14,15,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,138,143,26,28,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,117,121,14,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,117,120,14,14,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,105,101,8,6,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,109,110,12,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,118,120,15,14,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,125,127,18,18,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,122,130,18,21,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,118,123,16,17,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,110,114,12,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,112,109,11,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,118,120,14,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,114,115,12,12,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,122,123,16,18,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,119,121,16,16,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,122,122,17,18,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Pink,123,122,16,18,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Sockeye,NaN,589,NaN,2590,F,A,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Sockeye,NaN,614,NaN,2950,F,A,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Sockeye,NaN,364,NaN,664,,A,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Sockeye,NaN,152,NaN,35,,J,0,0,0,
2001,Icy_Point,IP2,2001001,07,17,198,58.2,-137.2,64.0,Sockeye,NaN,152,NaN,34,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,NaN,338,NaN,432,,A,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,NaN,414,NaN,848,,A,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,NaN,380,NaN,596,,A,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,133,NaN,24,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,145,NaN,32,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,115,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,129,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,125,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,131,NaN,25,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,111,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,120,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,137,NaN,26,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,122,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,108,NaN,14,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,137,NaN,26,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,105,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,119,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,139,NaN,28,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,117,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,121,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,120,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,107,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,120,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,118,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,122,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,124,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,137,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,127,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,124,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,118,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,125,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,132,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,115,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,138,NaN,27,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,124,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,24,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,124,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,129,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,118,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,106,NaN,12,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,116,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,124,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,118,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,129,NaN,26,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,119,NaN,17,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,136,NaN,28,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,28,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,22,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,139,NaN,27,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,117,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,122,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,128,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,110,NaN,16,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,119,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,126,NaN,22,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,125,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,134,NaN,26,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,120,NaN,18,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,120,NaN,19,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,20,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,NaN,23,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,145,NaN,32,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,128,NaN,22,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,123,NaN,21,NaN,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,128,130,20,15,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,NaN,127,20,16,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,113,135,24,21,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,147,150,35,32,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,117,121,17,20,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,132,22,22,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,131,133,23,27,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,130,129,21,22,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,141,142,30,32,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,125,126,20,23,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,122,122,17,15,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,125,125,20,20,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,NaN,124,20,25,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,NaN,117,14,12,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,121,123,18,17,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,135,137,27,21,,J,0,0,0,
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.5,322.0,Chum,122,NaN,20,NaN,,J,0,0,0,
