year,transect,sta_id,haul_id,month_local,day_local,yrday_local,lat,lon,depth_w,species_common_name,length_froz,length_wet,weight_froz,weight_wet,sex,maturity,stomwt_full,stomwt_empty,sealice,comments
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,118,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,112,nd,11,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,112,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,109,nd,13,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,114,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,112,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,120,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,117,nd,15,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,108,nd,11,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,112,115,14,14,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,132,135,22,23,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,110,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,113,110,12,11,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,117,118,15,17,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,110,117,15,14,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,105,112,10,10,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,115,115,14,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,111,112,12,11,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,130,130,21,22,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,109,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,108,111,12,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,109,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,118,122,16,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,103,104,10,8,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,115,116,14,13,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,117,117,16,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,105,107,11,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,110,109,12,11,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,118,118,14,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,115,110,12,13,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,112,114,13,13,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,103,105,10,9,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,101,102,9,10,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,104,107,11,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,135,142,28,29,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,104,110,11,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,105,107,11,10,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,103,107,10,10,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,118,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,122,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,93,nd,10,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,122,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,118,nd,15,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,101,nd,9,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,105,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,104,nd,11,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,100,nd,9,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,107,nd,11,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,113,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,102,nd,10,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,108,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,101,nd,11,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,124,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,113,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,123,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,120,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,105,nd,10,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,124,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,119,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,117,nd,15,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,123,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,91,nd,7,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,95,nd,10,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,110,nd,13,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,115,115,14,13,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,120,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,124,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,110,nd,9,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,113,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,112,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,102,nd,10,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,96,nd,8,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,91,nd,7,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,121,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,108,nd,13,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Chum,101,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Coho,nd,718,nd,4926,nd,A,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Coho,nd,245,nd,156,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Coho,nd,215,nd,108,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Coho,nd,210,nd,105,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Coho,nd,213,nd,106,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Coho,nd,206,nd,98,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,106,110,12,11,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,125,128,18,18,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,115,116,13,14,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,99,103,8,9,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,126,129,18,19,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,116,120,14,15,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,126,127,19,21,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,115,120,14,15,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,124,123,18,19,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,121,123,17,18,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,119,121,15,17,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,117,120,15,14,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,115,119,14,15,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,138,143,26,28,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,117,121,14,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,117,120,14,14,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,105,101,8,6,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,109,110,12,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,118,120,15,14,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,125,127,18,18,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,122,130,18,21,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,118,123,16,17,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,110,114,12,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,112,109,11,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,118,120,14,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,114,115,12,12,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,122,123,16,18,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,119,121,16,16,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,122,122,17,18,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Pink,123,122,16,18,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Sockeye,nd,589,nd,2590,F,A,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Sockeye,nd,614,nd,2950,F,A,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Sockeye,nd,364,nd,664,nd,A,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Sockeye,nd,152,nd,35,nd,J,0,0,0,nd
2001,Icy_Point,IP2,2001001,07,17,198,58.20,-137.20,64,Sockeye,nd,152,nd,34,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,nd,338,nd,432,nd,A,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,nd,414,nd,848,nd,A,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,nd,380,nd,596,nd,A,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,133,nd,24,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,145,nd,32,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,115,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,129,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,125,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,131,nd,25,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,111,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,120,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,137,nd,26,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,122,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,108,nd,14,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,137,nd,26,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,105,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,119,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,139,nd,28,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,117,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,121,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,120,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,107,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,120,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,118,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,122,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,124,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,137,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,127,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,124,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,118,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,125,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,132,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,115,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,138,nd,27,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,124,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,24,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,124,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,129,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,118,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,106,nd,12,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,116,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,124,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,118,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,129,nd,26,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,119,nd,17,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,136,nd,28,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,28,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,22,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,139,nd,27,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,117,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,122,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,128,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,110,nd,16,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,119,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,126,nd,22,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,125,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,134,nd,26,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,120,nd,18,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,120,nd,19,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,20,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,nd,23,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,145,nd,32,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,128,nd,22,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,123,nd,21,nd,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,128,130,20,15,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,nd,127,20,16,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,113,135,24,21,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,147,150,35,32,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,117,121,17,20,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,132,22,22,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,131,133,23,27,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,130,129,21,22,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,141,142,30,32,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,125,126,20,23,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,122,122,17,15,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,125,125,20,20,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,nd,124,20,25,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,nd,117,14,12,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,121,123,18,17,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,135,137,27,21,nd,J,0,0,0,nd
2001,Icy_Point,IP4,2001002,07,17,198,57.89,-137.50,322,Chum,122,nd,20,nd,nd,J,0,0,0,nd
